ID;SRC;TAR
406;anatoomia;анатомия
4060;inimõigused;гражданские права
4062;inimasula;населенный пункт
4065;asulamajandus;управление населенными пунктами
4070;huumus;гумус
4073;jahikaitseala;охотничий заказник
4077;orkaan;ураган
4080;hübridiseerimine;гибридизация
4082;vesiehitis;гидравлическая конструкция
4084;vesiehitus;строительство гидросооружений
4085;hüdraulika;гидравлика
4088;hüdrobioloogia;гидробиология
4091;süsivesinik;углеводород
4095;hüdropoonika;гидрокультура
4098;hüdroelektrijaam;гидроэлектростанция
4103;vesinik;водород
4108;hüdrogeoloogia;гидрогеология
4109;hüdrograafia;гидрография
4111;veekatastroof;гидрологическое бедствие
4115;veebilanss;гидрологический баланс
4116;veeringe;гидрологический цикл
4118;hüdroloogia;гидрология
4119;hüdrolüüs;гидролиз
4120;hüdrometeoroloogia;гидрометеорология
4124;hüdrosfäär;гидросфера
4126;hügieen;гигиена
4131;jää;лед
4132;jäämägi;айсберг
4133;paakjää;паковый лед
4136;reoainete kindlaksmääramine;идентификация загрязняющих веществ
4137;ideoloogia;идеология
4140;pilditöötlus;обработка изображений
4143;loomastiku risustumine;вырождение фауны
4144;taimestiku risustumine;вырождение флоры
4146;immissioon;иммиссия
4147;immissioonikontroll;контроль за иммиссией
4149;immissioonikahjustus;ущерб в результате иммиссии
415;loomade käitumine;поведение животных
4150;immissiooniprognoos;прогноз иммиссии
4151;immisioonipiirväärtus;лимит иммиссии
4152;immissioonikoormus;иммиссионная нагрузка
4154;immuunsüsteem;иммунная система
4155;immuunsus;иммунитет
4157;immunoloogiline haigus;иммунологическое заболевание
4158;immunoloogia;иммунология
4160;mõju minimeerimine;минимизация отрицательного воздействия
4163;mõjuallikas;источник отрицательного воздействия
417;loomahaigus;болезни животных
4171;vaesumine;обнищание
4172;immutusaine;пропитывающее вещество
4176;kasuteguri suurendamine;повышение эффективности
4178;impulssmüra;импульсные помехи
4182;põletamine;сжигание
4186;nõlv;склон
4187;sissetulek;доход
4189;inkorporeerimine;объединение
4194;hüvitis;компенсация
4195;India ookean;Индийский океан
4196;indikaator;показатель
42;happesadenemine;кислотные осадки
420;loomaökoloogia;экология животных
4204;looduslik mets;автохтонные леса
4206;kaudheiteallikas;скрытый источник стоков
421;loomkatse;эксперименты над животными
4211;ruumikeskkond;окружающая среда помещений
4213;tööstuspiirkond;промышленный район
4216;tööstusettevõtete liit;промышленная ассоциация
4217;tööstushoone;производственное здание
4224;tehniline kultuur;промышленная культура
4226;tööstuse areng;промышленное развитие
4227;tööstusjäätmete ladestamine;сброс промышленного мусора
4228;tööstusökonoomika;экономика промышленности
4229;tööstusreovesi;промышленные стоки
423;loomasööt;корм для животных
4231;tööstusheide õhku;газообразные промышленные выбросы
4234;tööstusseadmed;промышленное оборудование
4238;tööstustoss;промышленный дым
4242;tööstusseade;промышленная установка
4244;industrialiseerimine;индустриализация
4249;tööstusmaterjal;промышленный материал
425;loomageneetika;генетика животных
4250;töötervishoid;производственная медицина
4251;tööstusmüra;промышленный шум
4253;tööstuse planeerimine;промышленное планирование
4255;tööstuspoliitika;промышленная политика
4257;tööstusprotsess;промышленный процесс
4258;tööstustoodang;промышленное производство
4259;tööstustoodangustatistika;статистика промышленного производства
4260;tööstustoode;промышленный продукт
4262;tööstusomandiõigus;права на промышленную собственность
4267;tööstuskrunt;промышленная площадка
4273;tööstusjäätmed;промышленные отходы
4274;tööstusheitgaas;газообразные промышленные отходы
4276;tööstusreovesi;сточные промышленные воды
4278;tööstuse tsoneerimine;промышленное районирование
4279;tööstus;промышленность
428;loomapidamishoone;кров для животных
4282;jäätmete püsivaks muutmine;инертизация
4284;laste suremus;детская смертность
4288;nakkushaigus;инфекционное заболевание
4289;põllukahjurirünne;инвазия посевов сельскохозяйственных культур
429;loomakasvatus;животноводство
4296;tuleohtlik aine;легковоспламеняющееся вещество
4301;mitteametlik läbirääkimine;неформальные переговоры
4302;informaatika;информатика
4311;infosüsteem;информационная система
4313;infotehnoloogia;информационная технология
4317;infrapunakiirgus;инфракрасное излучение
432;loomasõnnik;навоз
4320;infraheli;инфразвук
4321;infrastruktuur;инфраструктура
4325;vigastus;повреждение
4326;tint;чернила
4333;sisevesi;внутренние водоемы
4342;anorgaaniline keemia;неорганическая химия
4347;anorgaaniline reoaine;неорганическое загрязняющее вещество
435;loomade toitumine;питание животных
4350;anorgaaniline aine;неорганическое вещество
4358;putukas;насекомое
4360;ülevaatus;инспекция
4361;raamatupidamisrevisjon;проверка записей
4362;inspektsioon;инспекционная служба
4365;institutsionaliseerimine;институционализация
4369;aparaadiehitus;производство инструментов
437;loomafüsioloogia;физиология животных
4375;kindlustustegevus;страховой бизнес
4376;kindlustuskate;действие страховки
4378;loodusreservaat;комплексный природный заповедник
4390;intensiivloomakasvatus;интенсивное животноводство
4391;intensiivpõllumajandus;интенсивное фермерское хозяйство
4395;pestitsiidide koostoime;взаимодействие пестицидов
4398;elektrooniline andmevahetus;обмен электронными данными
44;hapestumine;подкисление
4401;intress;банковский процент
4402;huvirühm;группа по интересам
4404;esialgne otsus;промежуточное решение
4408;laboritevaheline võrdlus;внутрилабораторные сравнения результатов исследований
441;loomakasvatus;производство животноводческой продукции
4410;pooltooted;полуфабрикаты
4412;vahelduv müra;прерывистый звук
4414;Euroopa siseturg;внутренний европейский рынок
4417;rahvusvaheline leping;международное соглашение
4419;rahvusvaheline konkurentsivõime;международная конкурентоспособность
442;loomakasvatussaadus;животноводческая продукция
4420;rahvusvaheline konventsioon;международная конвенция
4421;rahvusvaheline koostöö;международное сотрудничество
4422;Rahvusvaheline Kohus;Международный Суд
4423;rahvusvaheline jaotus;международное распределение
4424;rahvusvaheline tööjõujaotus;международное разделение труда
4429;rahvusvaheline ühtlustamine;международная гармонизация
443;loomakaitseala;защита животных
4430;rahvusvaheline õigus;международное право
4432;rahvusvaheliselt tähtis ökosüsteem;экосистема международного значения
4434;rahvusvaheline organisatsioon;международная организация
4436;rahvusvaheline poliitika;международная политика
4438;rahvusvahelised suhted;международные отношения
4440;rahvusvaheline jõevalgla;международный речной бассейн
4441;rahvusvaheline julgeolek;международная безопасность
4442;rahvusvaheline standardimine;международная стандартизация
4444;rahvusvaheline kaubandus;международная торговля
4448;rahvusvaheline vooluveekogu;международный водный путь
445;loomavarud;животные ресурсы
4454;loodetevöönd;зона приливов и отливов
4466;varaloend;опись
4474;inversioonikiht;инверсионный слой
4478;investeering;инвестиция
448;tapaloom;животные для забоя
4483;jood;йод
4485;ioonivahetus;ионный обмен
449;loomavarjualune;помещения для содержания животных
4491;ioniseeriv kiirgus;ионизирующее излучение
4492;ionosfäär;ионосфера
4493;ioon;ион
4498;raud;железо
450;loom;животное
4501;rauatööstus;черная металлургия
4503;malmivalutööstus;производство чугуна
4504;kiiritus;облучение
4505;niisutus;ирригация
4507;niisutuskanal;ирригационный канал
4509;niisutusmaaviljelus;ирригационное земледелие
451;loomne riidekiud;текстильное волокно животного происхождения
4514;saar;остров
4515;saareökosüsteem;островная экосистема
4519;isomeer;изомер
452;loomakaubandus;торговля животными
4523;isotoop;изотоп
453;loomakasvatusjäätmed;отходы животноводства
4530;solidaarvõlgnik;коллективный должник
4534;õigusabi;судебная помощь
4535;kohtuorgan;судебный орган
4538;kohtupidamist reguleeriv norm;правила судопроизводства
454;anioon;анион
4543;õigusteadus;юриспруденция
4545;karst;карст
4548;varu täiendamine;пополнение запасов
456;rõngasuss;кольчатые черви
4571;laborivarustus;лабораторный эксперимент
4574;laboritehnika;лабораторный метод
4575;laborijäätmed;отходы лабораторий
4577;töö;труд
458;antagonism;антагонизм
4580;tööõigus;трудовое право
4584;töösuhted;трудовые отношения
4586;lakk;лак
4589;laguun;лагуна
4590;järvenõgu;озерный бассейн
4593;järvereostus;загрязнение озер
4594;järv;озеро
4597;lamp;лампа
4599;maa;земля
460;mürgiste ühendite antagonism;антагонистический эффект токсичных веществ
4600;teeservituut;землепользование
4602;maa  kruntimine;отвод земельных участков
4607;maa kasutustaluvus;экологическая емкость земли
4609;raadamine;расчистка земель
461;Antarktis;Антарктика
4610;maahooldus;сохранение земель
4611;maa massiivistamine;укрупнение земель
4612;maapinnakate;земляной покров
4614;kinnisvara arendamine;развитие земель
4615;maismaaökoloogia;экология земли
4621;prügila;мусорная яма
4623;prügila katmine;засыпка мусорной ямы
4625;prügilagaas;биогаз
4628;maaüksuste formeerimine;формирование земель
4629;pinnavorm;форма земной поверхности
463;antarktiline ökosüsteem;экосистема Антарктики
4632;maismaaimetaja;сухопутное млекопитающее
4633;maa hõlvamine;расселение на суше
4635;maa planeerimine;планирование земель
4641;maaparandus;мелиорация земель
4644;maakataster;регистр земель
4646;maa tervendamine;рекультивация земель
4648;maastik;ландшафт
465;Antarktika;Антарктический регион
4650;maastikukujundus;изменение ландшафта
4651;maastikuarhitektuur;ландшафтная архитектура
4652;maastikuelement;компонент ландшафта
4653;maastikuhoid;сохранение ландшафта
4654;maastikukaitsepoliitika;политика сохранения ландшафта
4657;maastikuökoloogia;экология ландшафта
4658;maastikuhooldus;управление ландшафтом
4659;maastikuplaneerimine;планирование ландшафта
4660;maastikukaitse;защита ландшафта
4663;maastikukasutus;использование ландшафта
4666;maakasutuse planeerimine;региональное планирование
4668;maalihe;оползень
4676;maismaavedu;сухопутный транспорт
4678;maakasutus;землепользование
468;inimtegevus;деятельность человека
4680;maakasutuse liigitus;классификация землепользования
4684;maakasutusviis;режим использования земли
4686;maa väärtus;цена земли
4698;laser;лазер
47;happesus;кислотность
470;inimtegur;антропогенный фактор
4702;pesupesemine;прачечные
4708;seadusemuutus;изменение закона
471;antropoloogiline kaitseala;антропологический заповедник
4710;seaduse rakendamine;приведение в исполнение закона
4722;leostumine;выщелачивание
4723;plii;свинец
4724;pliiühend;соединение свинца
4725;pliireostus;загрязнение свинцом
4728;vere pliisisaldus;уровень свинца в крови
473;antibiootikum;антибиотик
4738;nahatööstus;кожевенная промышленность
474;antikeha;антитело
4744;õigusabinõu;юридическое средство
4746;juriidiline tekst;юридический текст
475;ohuennetus;ожидание опасности
4759;seadusandja;полномочие на законодательную деятельность
4760;juriidiline kompetents;законодательная правоспособность
4764;seadusandlik võim;законодательная власть
4767;vabaajategevus;отдых
4771;vaba aeg;время отдыха
4782;leukeemia;лейкемия
4785;leksikon;лексикон
4787;vastutus;ответственность
4788;vastutus mereõnnetuste eest;ответственность за морские инциденты
4789;vastutus tuumakahjustuste eest;ответственность за ядерные аварии
4793;raamatukogu;библиотека
4796;litsentsima;лицензирование
4797;litsentsimisprotseduur;процедура лицензирования
4798;litsentsikohustus;обязательное лицензирование
4799;samblik;лишайник
48;happesusaste;уровень кислотности
4810;valgus;свет
4814;valgustus;освещение
4819;pruunsöe kaevandamine;добыча лигнита
4820;lubi;известь
4823;lubjakivi;известняк
4828;piirväärtus;предельная величина
4832;joonmüraallikas;линейный источник звука
4834;vooderdusmaterjal;гидроизоляционный материал
4835;joonsaasteallikas;линейный источник
4840;vedelgaas;сжиженный газ
4844;vedel olek;состояние жидкости
4845;vedeljääde;жидкие отходы
4850;kirjandus;литература
4851;kirjandusandmepank;литературный банк данных
4852;kirjanduse hindamine;оценка литературы
4853;kirjandusallikate läbitöötamine;исследование литературы
4855;litosfäär;литосфера
4857;allapanu;подстилка для скота
4863;tõuaretus;разведение домашнего скота
4866;elamistingimused;условия жизни
4867;mere elusvarad;морские биоресурсы
4868;eluruum;жизненное пространство
4871;sisalik;ящерица
4873;koormustaluvus;допустимая нагрузка
4879;kohalik võim;местная власть
488;korterelamu;многоквартирный жилой дом
4884;kohalik finantseerimine;финансирование на местном уровне
4885;kohalik omavalitsuspoliitika;политика местных властей
4886;kaugküte;теплоснабжение
4888;kohalik ehitusmaterjal;местный строительный материал
4889;kohalik sõitjatevedu;местный пассажирский транспорт
4891;kohalik liiklus;местный транспорт
4893;tööstusettevõtete paiknemine;размещение предприятий
4897;vedur;локомотив
490;mesindus;пчеловодство
4902;kaugliiklus;движение транспорта дальнего следования
4903;kaugvedu;транспорт дальнего следования
4908;kestuskatse;долгосрочный эксперимент
4914;kadu;убыток
4916;biotoobikadu;потеря биотопа
4917;valjus;громкость
4918;odavad elamud;низкозатратное жилищное строительство
492;edasikaebus;апелляция
4920;esindajatekoda;Нижняя Палата
4929;madallend;полет на малой высоте
493;apellatsioonimenetlus;процедура апелляции
4931;lihttehnoloogia;технология низкого уровня
494;rakendusökoloogia;прикладная экология
4942;leelis;щелок
4945;lümfisüsteem;лимфатическая система
4948;lüsimeetria;лизиметрия
495;rakenduslik toitumisteadus;прикладная диететика
4952;masinaehitus;производство машин и механизмов
4956;makromajanduslik eesmärk;макроэкономическая цель
496;rakendusteadus;прикладная наука
4964;magnetlint;магнитная лента
4965;magnetism;магнетизм
4967;meililist;список для рассылки
4969;keskkonnahooldus;сохранение окружающей среды
4971;suurõnnetus;крупная авария
4974;malaaria;малярия
4979;alatoitlus;недоедание
498;alternatiivtehnoloogia;приемлемая технология
4982;imetaja;млекопитающее
4987;haldusleping;контракт на управление
4988;loodusvarade haldamine;управление природными ресурсами
4990;halduskava;план управления
4994;mandaat;мандат
4999;mangroovsoo;мангровое болото
5003;inimese ja looduse suhe;взаимосвязь человека и природы
5004;tööjõud;рабочая сила
5005;tootmine;производственная деятельность
5009;väetisetootmine;производство навоза
5013;kaardistamine;картография
5014;samblike kaardistamine;составление карт лишайников
5018;marmor;мрамор
5023;marginaalmaa;маргинальная земля
5024;meriviljelus;морская культура
5027;merebioloogia;морская биология
5029;merekaitse;морская охраняемая зона
503;veeloom;водное животное
5030;mereökoloogia;экология моря
5031;mereökosüsteem;морская экосистема
5033;merekeskkond;морская окружающая среда
5034;mereloomastik;морская фауна
5035;merekalapüük;морская рыбная ловля
5038;meregeoloogia;морская геология
504;veekogude ökoloogia;экология водной среды
5042;mereseire;мониторинг моря
5043;mereorganism;морской организм
5044;merereostus;загрязнение моря
5046;merekaitseala;морской заповедник
5048;merevarade kaitse;сохранение морских ресурсов
5049;meresete;морское отложение
5051;mereõigus;морское право
5052;meresõit;морская навигация
5057;märkaine;меченый атом
5058;turg;рынок
5061;turumajandus;рыночная экономика
5062;turutüüp;организация рынка
5064;turundus;маркетинг
5076;kukruline;сумчатые
508;veeimetaja;водное млекопитающее
5080;hulgavirgestus;массовый отдых
5086;materjal;материал
5088;ainebilanss;баланс материи
5090;materjali olelusiga;жизненный цикл материала
5094;materjalide katsetamine;испытание материалов
5097;matemaatiline analüüs;математический анализ
5099;matemaatiline meetod;математический метод
51;happevihm;кислотный дождь
510;veemikroob;водный микроорганизм
5108;immissiooni piirmäär;максимальная концентрация иммиссии
5116;veovahend;транспортное средство
5119;mõõtmine;измерение
5122;mõõtmismeetod;метод измерений
5124;liha;мясо
5135;arstiteadus;медицинская наука
5138;ravimtaim;лекарственное растение
5144;meditsiin;медицина
5145;Vahemerepiirkond;средиземноморский регион
5152;psüühiline toime;воздействие на умственную деятельность
5154;elavhõbe;ртуть
5155;elavhõbesaastus;загрязнение ртутью
516;vesivirgestusrajatis;восстановительный отдых на воде
5163;pestitsiidimetabolism;метаболизм пестицидов
5167;metainformatsioon;метаинформация
5169;metalliviimistlus;обработка металлов
5171;metallimaak;металлосодержащий минерал
5175;metallurgiatööstus;металлургия
5178;metalloksiid;оксид металла
5179;metallkattekiht;гальванотехника
5180;metallsaadus;металлический продукт
5181;metallsaadusetööstus;производство металлических изделий
5184;metall;металл
5186;metallisulatus;выплавка металла
5194;ilmaennustus;метеорологический прогноз
5195;ilmastikutegur;метеорологический параметр
5196;ilmastikunähtus;метеорологический феномен
5197;meteoroloogia;метеорология
5199;metaan;метан
52;hape;кислота
5203;metodoloogia;методология
521;põllundus;земледелие
5215;mikroobivaramu;микробный ресурс
5216;mikrobioloogiline analüüs;микробиологический анализ
5218;mikrobioloogia;микробиология
5219;mikrokliima;микроклимат
5220;mikrokliima mõju;микроклиматический эффект
5221;mikroklimatoloogia;микроклиматология
5222;mikroarvuti;микрокомпьютер
5224;mikroökosüsteem;микроэкосистема
5225;mikroelektroonika;микроэлектроника
5226;mikrofiltrimine;микрофильтрация
5230;mikroskoopia;микроскопия
5231;mikrolaine;микроволна
5234;rändtööjõud;мигрирующая рабочая сила
5236;inimränne;миграция людей
5237;loomaränne;миграция животных
5238;rändlind;мигрирующая птица
5239;rändliik;мигрирующие виды
5241;militaaraspektid;военные аспекты
5243;sõjategevus;военные действия
5245;kaitseõhusõidukite liiklus;движение военного воздушного транспорта
5253;sõjaväepiirkond;военная зона
5254;piim;молоко
5258;veski;мельница
5261;kaevandus;шахта
5262;kaevandusala täitmine;сброс отходов в шахты
5264;maardla;месторождение полезных ископаемых
5265;mineraalide kaevandamine;добыча полезных ископаемых
5267;mineraalkiud;минеральное волокно
5268;mäetööstus;горнодобывающая промышленность
5269;mineraliseerumine;минерализация
527;puuviljelus;древоводство
5270;mineraloogia;минералогия
5274;maavarad;минеральный ресурс
5277;mineraalne pinnasestabilisaator;минерал
5279;mineraalvesi;минеральная вода
5282;miinimumkuluplaanimine;низкозатратное планирование
5283;kahju minimeerimine;минимизация ущерба
5286;kaevanduspiirkond;район горных разработок
5288;kaevandusgeoloogia;геология рудных месторождений
5289;mäetööstus;горная промышленность
529;arheoloogiline ala;археологическая площадка
5297;kaevandamisjäätmed;шахтные отходы
5298;ministeeriumi määrus;приказ министерства
5299;ministeerium;министерство
530;arheoloogia;археология
5303;vähemus;меньшинство
5305;segatoode;неоднородный продукт
5307;segunevus;способность к смешиванию
531;saarestik;архипелаг
5310;lestaline;клещ
5313;segapõllumajandus;смешанное фермерское хозяйство
5317;maa segakasutusala;земля различного хозяйственного назначения
5318;segamine;смешивание
5322;haagiselamu;передвижной дом
5325;mudel;модель
5332;niiskus;влага
5333;molekulaarbioloogia;молекулярная биология
5343;rahaline hindamine;финансовая оценка
5346;seire;мониторинг
5347;seirekriteerium;критерий мониторинга
5348;seireandmed;данные мониторинга
5349;seireseadmed;оборудование для мониторинга
5350;seirevõrk;сеть станций мониторинга
5352;seirejaam;станция мониторинга
5353;seiresüsteem;система мониторинга
5354;seiretehnika;приемы мониторинга
5357;monopol;монополия
5362;nõmmraba;заболоченная местность
5364;moraalne veenmine;моральное убеждение
5371;suremus;смертность
5377;sammal;мох
538;arhitektuur;архитектура
5384;mootorratas;мотоцикл
5388;mootorikütus;моторное топливо
5390;mootorsõiduk;автомобиль
5391;mootorsõidukiheitmed;автомобильные выхлопы
5392;mootorsõiduki heitgaas;выхлопные газы автомобилей
5393;mootorsõidukitööstus;автомобильная промышленность
5395;kiirtee;шоссе
5401;mägi;гора
5403;mägiökosüsteem;горная экосистема
5404;mägironimine;альпинизм
5405;mägismaa;горный район
5409;mäeahelik;горный хребет
541;arktiline ökosüsteem;экосистема Арктики
5412;niitmine;скашивание трав
5415;mudarand;илистый участок
5418;multš;мульча
5419;mitmepoolne leping;многостороннее соглашение
542;Põhjajäämeri;Северный Ледовитый океан
5421;hargmaine firma;многонациональная компания
5428;linnapuhastus;муниципальная уборка
5429;linnapuhastusteenistus;муниципальные услуги по уборке
543;Arktika;Арктический регион
5431;vald;муниципалитет
5432;munitsipaalõigus;муниципальный закон
5433;kohalik tasand;муниципальный уровень
5437;olmejäätmed;городские отходы
5439;olmeveevärk;городская система водопровода
5440;asula veemajandus;городская система управления водоснабжением
5443;lihaskond;мышечная система
5444;muuseum;музей
5448;seen;гриб
5449;muusika;музыка
5450;karbikasvatus;разведение моллюсков
5452;kärplane;куница
5456;mutageensus;способность вызывать мутацию
5459;mutageen;мутаген
5460;mutant;мутант
5461;mutantsete mikroorganismide vallapäästmine;выброс мутированных микроорганизмов
5462;mutatsioon;мутация
547;reostuskahtlane paik;ареал потенциального загрязнения
5475;rahvamajandus;национальная экономика
5478;kultuurikaup;товары культурного назначения
5482;riiklikud õigusaktid;национальное законодательство
5484;rahvuspark;национальный парк
5486;riiklik planeerimine;национальное планирование
5489;loodusreservaat;национальный заповедник
5494;loodusmaistu;природная зона
5496;loodusõnnetus;стихийное бедствие
5497;looduslik äravooluvõrk;естественная система дренажа
5498;looduskeskkond;естественная окружающая среда
55;heliisolatsioon;звукоизоляция
5500;looduslik väetis;природное удобрение
5501;looduslik kiud;волокно природного происхождения
5502;looduslik mets;естественный лес
5503;maagaas;природный газ
5504;maagaasiuuring;разведка природного газа
5506;loodusoht;опасность стихии
5507;looduspärand;природное наследие
5508;loodusseadused;закон природы
5510;looduslik materjal;природный материал
5511;loodusmälestis;памятник природы
5513;looduspark;природный парк
5518;looduslik radioaktiivsus;естественная радиоактивность
5520;loodusvarakaitse;сохранение природных ресурсов
5521;loodusvara;природный ресурс
5523;loodusmaastik;естественная среда
5524;loodusteadus;естественная наука
5529;looduskivi;природный камень
5530;looduslik väärtus;природная ценность
5537;looduskaitse;сохранение природы
5544;looduskaitse;защита природы
5545;loodusreservaat;природный заповедник
5547;iiveldus;тошнота
5550;laevasõiduoht;опасность при навигации
5554;nekroos;некроз
5559;paikkonna arenduskava;программа обустройства городского района
556;relvastus;вооружение
5569;närvisüsteem;нервная система
557;relvastuse muutmine;конверсия вооружений
5571;loodusvarade kahanemine;сокращение ресурсов
5575;neurotoksilisus;нейротоксичность
558;relvajõud;вооруженные силы
5580;uus ühiskond;новое сообщество
5581;uus seade;новая установка
5583;uus materjal;новый материал
5585;uus tehnoloogia;новая технология
5589;nikkel;никель
5593;nitraat;нитрат
5598;nitrifikatsioon;нитрификация
560;aromaatne ühend;ароматические соединения
5601;nitrit;нитрит
5604;nitroühend;нитросоединение
5605;lämmastik;азот
5607;lämmastikuringe;азотный цикл
5608;lämmastikdioksiid;диоксид азота
5613;lämmastikoksiidid;оксиды азота
5618;nitrosoamiin;нитрозамин
562;aromaatne süsivesinik;ароматический углеводород
5624;müra;шум
5626;müratõrje;снижение уровня шума
5629;müraanalüüs;анализ шума
5631;müratõrje;контроль за уровнем шума
5633;mürahäiring;шумовое раздражение
564;lõhnaaine;ароматическое вещество
5640;müraimmissioon;иммиссия шума
5644;müratase;уровень шума
5646;müra mõõtmine;измерение шума
5648;müraseire;мониторинг шума
5650;mürakoormus;шумовое загрязняющее вещество
5653;mürakaitse;защита от шума
5654;müra vähendamine;снижение уровня шума
5658;müraliik;тип шума
566;pakenditagastuskorraldus;депозит за возвратную тару
5662;nomaad;кочевник
5666;bioloogiliselt mittelagundatav reoaine;биологически неразлагаемое загрязняющее вещество
5667;täisehitamata ala;незастроенные районы
5668;alternatiivenergia;нетрадиционный источник энергии
567;arseen;мышьяк
5671;valitsusväline organisatsioon;неправительственная организация
5674;mitteioniseeriv kiirgus;неионизирующее излучение
5675;mittemetallmineraal;неметаллический минерал
5676;mittemetall;неметаллический
568;kunst;искусство
5686;mitteeluhoone;административное здание
5687;ühekorrapakend;безоборотная тара
5690;norm;норма
5694;Atlandi ookeani põhjaosa;северная часть Атлантического океана
5695;Vaikse ookeani põhjaosa;северная часть Тихого океана
5701;uuendtoit;новые продукты питания
5708;tuumaõnnetus;ядерная авария
5712;tuumaenergia;ядерная энергия
5714;tuumaenergia kasutamine;использование ядерной энергии
572;lüliloomad;членистые
5721;tuumaseade;ядерный объект
5724;tuumkütus;ядерное топливо
5727;tuumkütuseelement;элемент ядерного топлива
5733;tuumafüüsika;ядерная физика
5737;tuumajõujaama lammutamine;утилизация отходов атомной электростанции
5741;tuumareaktsioon;ядерная реакция
5742;tuumareaktor;ядерный реактор
5745;tuumauurimiskeskus;центр ядерных исследований
5746;tuumaohutus;ядерная безопасность
5747;tuumakatse;ядерное испытание
5750;tuumarelv;ядерное оружие
5751;nukleiinhape;нуклеиновая кислота
5752;häiring;раздражитель
5756;toitekeskkond;средство питания
5765;toitumine;питание
5769;toidu toiteväärtus;питательная ценность продуктов
5776;protest;возражение
5777;teavituskohustus;обязательство информировать
5778;märgistuskohustus;обязательство маркировать
5781;kutsehaigus;профессиональное заболевание
5783;kutseala;профессиональная группа
5784;tööhügieen;профессиональная гигиена
5785;töötervishoid;профессиональное здравоохранение
5786;töömeditsiin;профессиональная медицина
5787;tööohutus;профессиональная техника  безопасности
5789;ookean;океан
579;tehisjärv;искусственное озеро
5791;ookeanivee ringlus;циркуляция океана
5792;ookeanihoovus;океаническое течение
5794;Okeaania;Океания
5797;okeanograafia;океанография
5799;ookeanivee temperatuur;температура океана
5804;hais;запах
5806;haisuhäiring;раздражающий запах
5809;keskkonnakuritegevus;экологические преступления
5812;ametlik arutelu;официальное слушание
5814;tipuväline liiklemine;внепиковая маятниковая миграция
5816;tipuväline sõitmine;внепиковые поездки
5818;üleajatöö;внепиковый режим работы
5823;merealune kaevandamine;шельфовое бурение
5824;merealune naftapuurimine;шельфовое бурение нефтяных скважин
5825;paigaväline;вне площадки или объекта
5847;põlevkivi;нефтяной сланец
5856;vanaprügila;заброшенная мусорная яма
5858;aegunud seade;завод с устаревшим оборудованием
5863;odorimeetria;ольфактометрия
587;tehiskaaslane;искусственный спутник
5870;onkoloogia;онкология
5880;arvamus;мнение
5885;seadmestiku optimeerimine;оптимизация установок
5887;maak;руда
5892;orgaaniline süsinik;органический углерод
5893;orgaaniline keemia;органическая химия
59;heliomadus;акустические свойства
5902;orgaaniline reoaine;органическое загрязняющее вещество
591;asbest;асбест
5910;orgaaniline lahusti;органический растворитель
5912;orgaaniline aine;органическое вещество
5913;orgaanilised jäätmed;органические отходы
5914;organism;организм
5921;kloororgaaniline ühend;хлорсодержащее органическое соединение
5924;halogeenorgaaniline ühend;галогенсодержащее органическое соединение
5927;metallorgaaniline ühend;металлсодержащее органическое соединение
5928;lämmastikorgaaniline ühend;азотсодержащее органическое соединение
5929;hapnikorgaaniline ühend;кислородсодержащее органическое соединение
5931;fosfororgaaniline ühend;фосфорорганическое соединение
5935;räniorgaaniline ühend;кремнийорганическое соединение
5936;väävelorgaaniline ühend;сероорганическое соединение
5937;tinaorgaaniline ühend;оловоорганическое соединение
594;asbesttsement;асбестоцемент
5944;orograafia;орография
5949;osmoos;осмос
595;ASEAN;АСЕАН
5953;kohalik virgestus;отдых в конкретной местности
5956;pinnakate;вскрыша
5957;üleasustus;переполнение
5959;üleväetamine;избыточное внесение минеральных удобрений
596;tuhk;зола
5962;ülekarjatamine;чрезмерный выпас
5965;ülerahvastus;перенаселенность
5967;ümberkihistumine;циркуляция водных слоев
5968;talvitumine;зимовка
5971;omand;право собственности
5972;oksüdatsioon;реакция окисления
5976;redoksreaktsioon;снижение окисления
5978;oksiid;оксид
598;Aasia;Азия
5982;hapnik;кислород
5983;hapnikuga rikastamine;оксигенация
5986;hapnikusisaldus;содержание кислорода
5987;hapnikupuudus;недостаток кислорода
5991;osoon;озон
5993;osoonikiht;озоновый слой
5999;pakend;упаковка
60;akustika;акустика
6001;pakendijäätmed;использованная упаковка
6007;värv;краска
6023;paber;бумага
6026;paberitööstus;бумажная промышленность
6033;parameeter;параметр
6035;parasiit;паразит
6038;parasitoloogia;паразитология
6046;parkla;автомобильная стоянка
6047;parkimisvõimalus;предоставление услуг парковки
605;assimilatsioon;ассимиляция
6055;kübemepüünis;сепаратор частиц
6059;reisijatevedu;пассажирский транспорт
6061;karjamaa;пастбищное угодье
6062;pastataoline jääde;пастообразные отходы
6065;patoloogiline toime;патологический эффект
6068;linna arengulaad;модель роста города
607;ühing;ассоциация
6081;turvas;торф
6084;turbatootmine;добыча торфа
6094;pedosfäär;педосфера
6103;karistus;штраф
6106;pentaklorofenool;пентахлорофенол
611;astronautika;астронавтика
6118;kirsmaaökosüsteem;экосистема вечной мерзлоты
612;astronoomia;астрономия
6120;läbilaskvus;водопроницаемость
6124;luba;разрешение
6128;peroksüatsetüülnitraat;пероксилацетилнитрат
6129;püsivus;химическая инерция
6131;pestitsiidide püsivus;инерция пестицидов
6133;isiklik vastutus;персональная ответственность
